grid,n_coords,r_max_mm,level_mean,within_wafer_sd,nonuniformity_pct,pooled_slope,ci_lo,ci_hi
89점 전체,89,96.88137075826292,43.66811988323162,3.6064510697919543,26.846772097750783,-0.11884790787040334,-0.13387120050635393,-0.10382461523445276
9점 grid,9,76.0,41.58142193068182,1.0599569298132814,8.243617020511024,-0.10531032224282073,-0.11870708089932662,-0.09191356358631485
