X,Y,r_mm,theta_deg,n,offset,sd,m9,m89,se,ci_lo,ci_hi
0.0,0.0,0.0,0.0,73,1.498230136986301,0.03182538157636107,40.36316712328767,41.861397260273975,0.003724879169651898,1.4909293738137832,1.5055309001588186
-38000.0,-38000.0,53.74011537017761,-135.0,73,1.3187479452054796,0.031057657445418146,40.240779452054795,41.559527397260275,0.003635023856636186,1.3116232984464726,1.3258725919644865
38000.0,-38000.0,53.74011537017761,-45.0,73,1.3601506849315073,0.031668991683452205,40.10746301369863,41.46761369863014,0.0037065751171759644,1.3528857977018425,1.367415572161172
38000.0,38000.0,53.74011537017761,45.0,73,1.3278000000000003,0.031155960728067353,38.89173698630137,40.219536986301364,0.0036465293856105946,1.3206528024042035,1.3349471975957972
-38000.0,38000.0,53.74011537017761,135.0,73,1.2907534246575347,0.03173109271760502,39.047284931506844,40.33803835616439,0.003713843493455276,1.2834742914103623,1.2980325579047072
0.0,-76000.0,76.0,-90.0,73,1.3698530013698633,0.10910092282691014,42.266205479452054,43.63605848082192,0.012769297167818073,1.34482517892094,1.3948808238187866
76000.0,0.0,76.0,0.0,73,1.303087671232876,0.12817318139620112,40.712264383561646,42.01535205479452,0.01500153619038912,1.2736846602997134,1.3324906821660387
0.0,76000.0,76.0,90.0,73,1.180423287671233,0.03447127032660706,39.664747945205484,40.845171232876716,0.004034557024334025,1.1725155559035383,1.1883310194389278
-76000.0,0.0,76.0,180.0,73,1.395058904109589,0.1182565288726358,40.832283561643834,42.22734246575342,0.013840879802685632,1.3679307796963254,1.4221870285228528
