lot_number,wafer_number,date,experiment_key,n_points,si_etch_mean,si_etch_std,si_etch_min,si_etch_max,oxide_etch_mean,oxide_etch_std,stepheight_mean,preox_mean,postox_mean,si_etch_range,si_nu_pct,si_cv_pct,selectivity,n_wafers_planned,measurements,cond_rep,cond_type,cond_label
6,10,2024-08-01,2024-08-01_10,9,39.803399999999996,1.0105440885978234,38.5027,41.8266,0.6090666666666666,0.05315999435665885,40.41246666666667,1.0029444444444444,0.39387777777777777,3.323900000000002,4.175397076631648,2.5388386132788243,65.35146672504378,10,89 & 9 points,9,Si,Si_9x
7,1,2024-08-05,2024-08-05_01,9,40.29888888888889,1.0150348299990046,38.9702,42.3214,0.6284333333333333,0.055761770057988665,40.927322222222216,1.003277777777778,0.3748444444444445,3.3511999999999986,4.157931015467754,2.518766293526439,64.12595696529289,6,89 & 9 points,3,SiO2,SiO2_3x
7,2,2024-08-05,2024-08-05_02,9,40.59385555555556,1.0262765905338482,39.2362,42.6405,0.6323777777777777,0.055155479731794965,41.22623333333333,1.0036666666666667,0.3712888888888889,3.4043000000000063,4.193122276031383,2.528157467401233,64.19241311452367,6,89 & 9 points,3,SiO2,SiO2_3x
7,3,2024-08-05,2024-08-05_03,9,40.255522222222226,1.0077910879465288,38.9182,42.2645,0.6255333333333334,0.05420892454199772,40.881055555555555,1.0032666666666665,0.3777333333333333,3.3462999999999994,4.156324170293267,2.503485316581482,64.35392021030943,6,89 & 9 points,3,SiO2,SiO2_3x
7,4,2024-08-05,2024-08-05_04,9,40.305188888888885,1.0172538245743368,38.9723,42.3594,0.6220444444444444,0.05424018600426972,40.927233333333334,1.002422222222222,0.38037777777777776,3.3871000000000038,4.20181630873555,2.5238780728174874,64.79470920262932,6,89 & 9 points,3,SiO2,SiO2_3x
7,5,2024-08-05,2024-08-05_05,9,40.135799999999996,1.0259091748298212,38.8015,42.2147,0.6164999999999999,0.054017173195197846,40.7523,1.0021444444444443,0.38564444444444446,3.4132000000000033,4.252064241898759,2.556094994567995,65.10267639902676,6,89 & 9 points,3,SiO2,SiO2_3x
9,1,2024-08-21,2024-08-21_01,9,40.72425555555556,1.0313077330640847,39.3681,42.7867,0.6345444444444445,0.05587314003864269,41.3588,1.0017333333333331,0.3671888888888889,3.418600000000005,4.197252906607943,2.53241641619989,64.17872839657497,10,89 & 9 points,3,Chuck,Chuck_3x
9,2,2024-08-21,2024-08-21_02,9,40.808955555555556,1.0341638568320684,39.4268,42.8646,0.6362777777777777,0.054918070290610604,41.445233333333334,1.0016888888888889,0.36541111111111113,3.437800000000003,4.212065652256071,2.534159090212937,64.13701213655811,10,89 & 9 points,3,Chuck,Chuck_3x
9,3,2024-08-21,2024-08-21_03,9,40.65893333333334,1.0338983484849975,39.2644,42.72,0.6306888888888889,0.054648660652490945,41.28962222222222,1.0009666666666668,0.37027777777777776,3.455599999999997,4.249496625587813,2.5428565476836513,64.46749585990628,10,89 & 9 points,3,Chuck,Chuck_3x
9,4,2024-08-21,2024-08-21_04,9,40.47877777777778,1.0304453427739084,39.097,42.5488,0.6251555555555556,0.05427815193775278,41.10393333333334,1.0008222222222223,0.3756666666666667,3.4517999999999986,4.263715691898907,2.545643419450295,64.74992890658325,10,89 & 9 points,3,Chuck,Chuck_3x
9,5,2024-08-21,2024-08-21_05,9,40.31874444444444,1.0331292067199462,38.9402,42.3897,0.6195999999999999,0.05381749250940626,40.938344444444446,1.0005444444444445,0.3809444444444445,3.4495000000000005,4.277786979147003,2.5624042141081653,65.07221504913565,10,89 & 9 points,3,Chuck,Chuck_3x
9,6,2024-08-21,2024-08-21_06,9,39.93371111111111,1.0129816008255592,38.5926,41.9704,0.6129777777777777,0.05290408249317288,40.546688888888895,1.0002,0.3872222222222222,3.3778000000000006,4.229258821702857,2.5366578077530804,65.1470780162413,10,89 & 9 points,3,Chuck,Chuck_3x
9,7,2024-08-21,2024-08-21_07,9,40.09237777777778,1.0337479029939753,38.7452,42.187,0.6129666666666667,0.05311080398562991,40.70534444444444,0.9999555555555557,0.3869888888888889,3.4418000000000006,4.2923370859631405,2.578415051169543,65.40710932260228,10,89 & 9 points,3,Chuck,Chuck_3x
9,8,2024-08-21,2024-08-21_08,9,40.02303333333334,1.023553955588075,38.6991,42.0817,0.6099666666666667,0.053012640002173046,40.633,0.9994666666666667,0.3895,3.3825999999999965,4.225816633921629,2.5574122457520083,65.61511558008635,10,89 & 9 points,3,Chuck,Chuck_3x
9,9,2024-08-21,2024-08-21_09,9,40.10928888888889,1.0211411575346057,38.7847,42.1674,0.6111444444444445,0.05393934350525391,40.72043333333333,0.9995333333333333,0.3883888888888889,3.3827,4.216853618834761,2.5458969376479845,65.62980201079941,10,89 & 9 points,3,Chuck,Chuck_3x
9,10,2024-08-21,2024-08-21_10,9,39.95435555555556,1.013773298266324,38.626,41.981,0.6056222222222222,0.053019448737651395,40.55997777777778,0.9990777777777777,0.39345555555555556,3.355000000000004,4.1985410017876,2.537328619546114,65.97240670751845,10,89 & 9 points,3,Chuck,Chuck_3x
