lot_number,wafer_number,date,experiment_key,n_points,si_etch_mean,si_etch_std,si_etch_min,si_etch_max,oxide_etch_mean,oxide_etch_std,stepheight_mean,preox_mean,postox_mean,si_etch_range,si_nu_pct,si_cv_pct,selectivity,si_etch_center,si_etch_edge,center_to_edge,n_interpolated,n_wafers_planned,measurements,cond_rep,cond_type,cond_label
9,4,2024-08-21,2024-08-21_04,89,43.97901235955056,3.6845254736354107,40.2646,52.0674,0.6769606859213484,0.056420242653306855,44.30296853932584,1.0009168656966292,0.3239561797752809,11.802799999999998,13.418673324796574,8.377917729285416,64.96538613567316,41.91426,50.310585,8.396325000000004,0,10,89 & 9 points,3,Chuck,Chuck_3x
9,5,2024-08-21,2024-08-21_05,89,43.781948314606744,3.6411057775986007,40.0754,51.7766,0.6825289215393259,0.05586447958977718,44.09998426966292,1.0005648765955057,0.31803595505617976,11.7012,13.363041676352475,8.31645442417152,64.14665654880109,41.754039999999996,50.026975,8.272935000000004,0,10,89 & 9 points,3,Chuck,Chuck_3x
9,6,2024-08-21,2024-08-21_06,89,43.35196179775281,3.586823470879388,39.689,51.2778,0.684452794,0.05754252420811963,43.66770224719101,1.0001932434382022,0.31574044943820223,11.588799999999999,13.365946452509464,8.273728159322456,63.33813256046523,41.3576,49.4991,8.1415,0,10,89 & 9 points,3,Chuck,Chuck_3x
9,7,2024-08-21,2024-08-21_07,89,43.514860674157305,3.5902272190887756,39.8362,51.3211,0.6842220685955056,0.05744699247677191,43.8305797752809,0.9999411697191012,0.3157191011235955,11.484900000000003,13.19652622353526,8.250577305010072,63.59756966547386,41.47998,49.66292,8.182940000000002,0,10,89 & 9 points,3,Chuck,Chuck_3x
9,8,2024-08-21,2024-08-21_08,89,43.43098426966292,3.580032522481111,39.7517,51.2209,0.6836194708314607,0.057308506054757985,43.746855056179776,0.9994902573483145,0.31587078651685396,11.4692,13.203937457170845,8.243037966288524,63.53093515145121,41.465199999999996,49.56367,8.098470000000006,0,10,89 & 9 points,3,Chuck,Chuck_3x
9,10,2024-08-21,2024-08-21_10,89,43.34042359550562,3.5570727673257627,39.687,51.2241,0.6792952972471911,0.05666017112997063,43.66025730337079,0.9991290051123595,0.3198337078651685,11.537100000000002,13.309860683037249,8.207286575054678,63.802036862525675,41.40788,49.42573,8.017850000000003,0,10,89 & 9 points,3,Chuck,Chuck_3x
10,1,2024-08-22,2024-08-22_01,89,44.3370988764045,3.776954298604727,40.5799,52.5928,0.683461737505618,0.05881808508956235,44.65241235955056,0.9987752206516853,0.3153134831460674,12.012899999999995,13.547232796497958,8.518722231090232,64.8713694466913,42.20476,50.849824999999996,8.645064999999995,0,10,89 points,3,SiO2,SiO2_3x
10,2,2024-08-22,2024-08-22_02,89,44.010087640449434,3.711611944713637,40.302,52.1391,0.6819208378314606,0.05784875322585887,44.327308988764045,0.9991421861460674,0.31722134831460674,11.8371,13.448166812011282,8.433548178855055,64.53841149715196,41.887879999999996,50.39011,8.502230000000004,0,10,89 points,3,SiO2,SiO2_3x
10,3,2024-08-22,2024-08-22_03,89,44.15319438202248,3.6983499981674743,40.4314,52.1227,0.6797038363033708,0.05630565891473841,44.4722,0.9987094542808989,0.3190056179775281,11.691300000000005,13.239472436404583,8.376177646782683,64.95946031753111,42.06318,50.510715,8.447534999999995,0,10,89 points,3,SiO2,SiO2_3x
10,4,2024-08-22,2024-08-22_04,89,43.86219509404494,3.5561902511014423,40.22615165,51.5528,0.6164995228876404,0.09119996056856784,44.24411797752809,0.9984224064157303,0.381922883516854,11.32664835,12.911629622861478,8.10764313887304,71.14716794685826,41.879540000000006,49.9749416315,8.095401631499996,5,10,89 points,3,SiO2,SiO2_3x
