lot_number,wafer_number,date,experiment_key,n_points,si_etch_mean,si_etch_std,si_etch_min,si_etch_max,oxide_etch_mean,oxide_etch_std,stepheight_mean,preox_mean,postox_mean,si_etch_range,si_nu_pct,si_cv_pct,selectivity,si_etch_center,si_etch_edge,center_to_edge,n_interpolated,n_wafers_planned,measurements,cond_rep,cond_type,cond_label
7,5,2024-08-05,2024-08-05_05,89,43.5520786516854,3.5581089308109055,39.8751,51.3076,0.6870660943820225,0.05746112764240896,43.86716629213483,1.0021537348314606,0.3150876404494382,11.432499999999997,13.125091102348081,8.169779815258513,63.38848475830852,41.570640000000004,49.640840000000004,8.0702,0,6,89 & 9 points,3,SiO2,SiO2_3x
7,6,2024-08-05,2024-08-05_06,89,43.370857303370784,3.5400881746494157,39.7078,51.2329,0.685676758752809,0.05787411052426468,43.68819662921348,1.0030160845955056,0.31733932584269664,11.525100000000002,13.286686863697609,8.162366148050017,63.252628515889754,41.45528,49.41869,7.963409999999996,0,6,89 & 9 points,3,SiO2,SiO2_3x
8,1,2024-08-07,2024-08-07_01,89,43.74446306921348,3.703222464475212,40.044,51.9915,0.6797819038426967,0.05557361020411549,44.06656516853933,1.0018840032022471,0.3221020993595506,11.947500000000005,13.656013997813162,8.465579880626011,64.35073193613002,41.70208,50.121050658,8.418970658,1,10,89 points,3,SiO2,SiO2_3x
8,2,2024-08-07,2024-08-07_02,89,43.896177528089886,3.6837317593018746,40.1973,51.877,0.6783756517303371,0.0553125870435278,44.21995617977528,1.0021543034157303,0.3237786516853932,11.679700000000004,13.303777979900383,8.39191922108615,64.70777277475042,41.82899999999999,50.232260000000004,8.40326000000001,0,10,89 points,3,SiO2,SiO2_3x
8,3,2024-08-07,2024-08-07_03,89,43.71542808988764,3.625126988151548,40.0513,51.5945,0.676412922752809,0.055372230259240936,44.040443820224716,1.0014286530898877,0.32501573033707865,11.543199999999999,13.202661513762234,8.292557448362542,64.62831595821415,41.7085,49.938225,8.229725000000002,0,10,89 points,3,SiO2,SiO2_3x
8,4,2024-08-07,2024-08-07_04,89,43.832687640449436,3.6163890230267297,40.1374,51.7433,0.6872802449438202,0.057114385643817496,44.14722921348314,1.001821817977528,0.31454157303370783,11.605899999999998,13.238864218412548,8.25043869700902,63.77702249252401,41.83774,50.025214999999996,8.187475,0,10,89 points,3,SiO2,SiO2_3x
8,5,2024-08-07,2024-08-07_05,89,43.646195505617975,3.586914638810899,39.9924,51.5523,0.6857031971685393,0.05636211633754415,43.96276741573033,1.0022751072808989,0.3165719101123596,11.559899999999999,13.242734980775186,8.218161049911451,63.651731078176894,41.61824,49.774315,8.156075000000001,0,10,89 points,3,SiO2,SiO2_3x
8,6,2024-08-07,2024-08-07_06,89,43.50728202247191,3.573204059465712,39.8199,51.2551,0.688791018,0.05663656512982244,43.82409101123595,1.005600006764045,0.31680898876404495,11.435200000000002,13.14170808704347,8.212887345203773,63.164705818611466,41.54894,49.618815,8.069874999999996,0,10,89 points,3,SiO2,SiO2_3x
8,7,2024-08-07,2024-08-07_07,89,43.40571685393258,3.5638474003537484,39.7304,51.2407,0.686731098505618,0.057497289802199106,43.72177303370786,1.0027872782808989,0.3160561797752809,11.510299999999994,13.258967751568367,8.210548422334975,63.20627819009057,41.45528,49.49789,8.042609999999996,0,10,89 points,3,SiO2,SiO2_3x
8,8,2024-08-07,2024-08-07_08,89,43.69908426966292,3.784513695938984,39.8948,51.9439,0.6884493064719102,0.05781549705555903,44.0132808988764,1.0026459356853932,0.3141966292134831,12.049100000000003,13.786444500353996,8.660395885151981,63.474657986957986,41.597519999999996,50.234635000000004,8.637115000000009,0,10,89 points,3,SiO2,SiO2_3x
8,9,2024-08-07,2024-08-07_09,89,43.47381460674157,3.7502828044741126,39.6855,51.7371,0.684463488764045,0.05782163137539754,43.79183258426966,1.0024814662921349,0.31801797752808986,12.0516,13.860757457123553,8.626532634411495,63.51516964804575,41.39902,49.938069999999996,8.539049999999996,0,10,89 points,3,SiO2,SiO2_3x
8,10,2024-08-07,2024-08-07_10,89,43.21752471910112,3.549246849341962,39.5611,51.0756,0.6817811325505617,0.05721121750089327,43.53814719101124,1.0024036044606741,0.32062247191011234,11.514499999999998,13.321563503278176,8.212517659007155,63.38914741952918,41.304680000000005,49.29548,7.990799999999993,0,10,89 points,3,SiO2,SiO2_3x
9,1,2024-08-21,2024-08-21_01,89,44.29168651685393,3.8126866534991692,40.5155,52.6704,0.6850698094382023,0.05801586950381514,44.60846404494382,1.0018473375280899,0.31677752808988763,12.154899999999998,13.721423765806254,8.608131578029573,64.65280750464792,42.03802,50.868125,8.830104999999996,0,10,89 & 9 points,3,Chuck,Chuck_3x
9,2,2024-08-21,2024-08-21_02,89,44.376304494382026,3.799254092010874,40.613,52.64,0.6824940887865169,0.05793330021732121,44.695559550561796,1.001749144966292,0.3192550561797753,12.027000000000001,13.551150931825115,8.56144768091686,65.02078951816807,42.19002,50.927319999999995,8.737299999999998,0,10,89 & 9 points,3,Chuck,Chuck_3x
9,3,2024-08-21,2024-08-21_03,89,44.198883146067416,3.7333308124014857,40.4619,52.3408,0.680685106505618,0.05692063033692775,44.519191011235954,1.0009929716741572,0.3203078651685393,11.878900000000002,13.438009237408664,8.44666323369227,64.93293701248717,42.07832,50.623345,8.545025000000003,0,10,89 & 9 points,3,Chuck,Chuck_3x
