tol_pct,9pt_웨이퍼평균_단기,9pt_웨이퍼평균_장기,9pt_전측정점,89pt_웨이퍼평균_단기,89pt_웨이퍼평균_장기,89pt_전측정점
6.7,4.245132435805022,2.594425672648901,0.8787791305092741,3.9084407481176773,2.426557456593891,0.27015853660669475
6.800000000000001,4.308492621414053,2.6331484438824666,0.8918952369347858,3.966775684656748,2.462774732065442,0.2741907535709737
6.9,4.371852807023083,2.671871215116032,0.9050113433602972,4.025110621195818,2.4989920075369927,0.27822297053525274
7.0,4.435212992632112,2.710593986349598,0.9181274497858087,4.083445557734887,2.535209283008543,0.28225518749953177
7.1000000000000005,4.498573178241143,2.7493167575831636,0.9312435562113204,4.141780494273957,2.5714265584800935,0.28628740446381085
7.2,4.561933363850173,2.788039528816729,0.944359662636832,4.200115430813026,2.607643833951644,0.29031962142808987
7.300000000000001,4.625293549459204,2.826762300050295,0.9574757690623434,4.258450367352097,2.643861109423195,0.29435183839236884
7.4,4.688653735068233,2.8654850712838607,0.970591875487855,4.316785303891167,2.680078384894746,0.29838405535664786
7.5,4.752013920677263,2.904207842517426,0.9837079819133666,4.375120240430236,2.716295660366296,0.3024162723209269
7.6000000000000005,4.815374106286294,2.942930613750992,0.996824088338878,4.433455176969307,2.752512935837847,0.30644848928520596
7.7,4.878734291895324,2.9816533849845577,1.0099401947643896,4.491790113508375,2.7887302113093972,0.310480706249485
7.800000000000001,4.942094477504353,3.020376156218123,1.0230563011899012,4.550125050047446,2.824947486780948,0.314512923213764
7.9,5.005454663113384,3.059098927451689,1.0361724076154126,4.6084599865865155,2.8611647622524985,0.31854514017804303
8.0,5.068814848722415,3.0978216986852547,1.0492885140409243,4.666794923125585,2.897382037724049,0.32257735714232205
