component,sum_sq,pct,sd_equiv_um,view
① lot 간 (날짜·조건),4.926475798651954,0.6991354833340885,0.08543115745832759,point
②a lot 내 순번 drift,56.17459755384534,7.9719572402349215,0.2884815869439448,point
②b 웨이퍼 간 랜덤,18.784129936154933,2.6657294785691477,0.16681828630625437,point
③ 웨이퍼 내 위치,621.4674916859861,88.1948867576283,0.9595272691672369,point
④ 잔차 (위치×웨이퍼),3.2998246140148,0.4682910402337177,0.069918731809149,point
